,English,Français
77,Accounting Details,Détails Comptabilité
78,Accounting Entries,Écritures Comptables
79,Accounting entries have already been made in currency {0} for company {1}. Please select a receivable or payable account with currency {0}.,Des écritures comptables ont déjà été réalisées en devise {0} pour la société {1}. Veuillez sélectionner un compte de crédit ou de débit  en devise {0}.
80,Accounting Entry for {0}: {1} can only be made in currency: {2},Écriture Comptable pour {0}: {1} ne peut être effectuée qu'en devise: {2}
81,Accounting Entry for Stock,Écriture Comptable pour Stock
82,"Accounting entry frozen up to this date, nobody can do / modify entry except role specified below.","Les écritures comptables sont gelées jusqu'à cette date, personne ne peut ajouter / modifier les entrées sauf les rôles spécifiés ci-dessous."
83,Accounting journal entries.,Les écritures comptables.
84,Accounting Ledger,Livre des Comptes
85,Accounting Statements,Déclarations Comptables
86,Accounts,Comptes
87,Accounts Browser,Navigateur des Comptes
88,Accounts Frozen Upto,Comptes Gelés Jusqu'au
89,Accounts Manager,Responsable des Comptes
90,Accounts Payable,Comptes Créditeurs
91,Accounts Payable Summary,Résumé des Comptes Créditeurs
92,Accounts Receivable,Comptes Débiteurs
93,Accounts Receivable Summary,Résumé des Comptes Débiteurs
94,Accounts Settings,Paramètres des Comptes
95,Accounts table cannot be blank.,Le tableau de comptes ne peut être vide.
96,Accounts User,Comptes Utilisateur
97,accounts-browser,navigateur-de-comptes
98,Accumulated Depreciation,Amortissement Cumulé
99,Accumulated Depreciation Account,Compte d'Amortissement Cumulé
100,Accumulated Depreciation Amount,Montant d'Amortissement Cumulé
101,Accumulated Depreciation as on,Amortissement Cumulé depuis
102,Accumulated Monthly,Cumul Mensuel
103,Accumulated Values,Valeurs Accumulées
104,Accural Journal Entry for salaries from {0} to {1},Accumulation des Journaux d'Écritures pour les salaires de {0} à {1}
105,Accural Journal Entry Submitted,Accumulation des Journaux d'Écritures Soumis
106,Achieved,Atteint
107,Achievement,Réalisation
108,Acquisition Date,Date d'Aquisition
109,Action Failed,Échec de l'Action
110,Action if Accumulated Monthly Budget Exceeded,Action si le Budget Mensuel Cumulé est Dépassé
111,Action if Annual Budget Exceeded,Action si le Budget Annuel est Dépassé
112,"Actions for workflow (e.g. Approve, Cancel).","Actions pour le flux de travail (par exemple Approuver, Annuler)."
113,Active,Actif
114,Active Leads / Customers,Prospects / Clients Actifs
115,Activity Cost,Coût de l'Activité
116,Activity Cost exists for Employee {0} against Activity Type - {1},Des Coûts d'Activité existent pour l'Employé {0} pour le Type d'Activité - {1}
117,Activity Cost per Employee,Coût de l'Activité par Employé
118,Activity Log,Journal d'Activité
119,Activity log of all users.,Journal d'activité de tous les utilisateurs.
120,Activity Log:,Journal d'Activité :
121,Activity Type,Type d'activité
122,Actual,Réel
123,Actual Date,Date Réelle
124,Actual End Date,Date de Fin Réelle
125,Actual End Date (via Time Sheet),Date de Fin Réelle (via la Feuille de Temps)
126,Actual End Time,Heure de Fin Réelle
127,Actual Operating Cost,Coût d'Exploitation Réel
128,Actual Operation Time,Temps d'Exploitation Réel
129,Actual Qty,Quantité Réelle
130,Actual Qty (at source/target),Qté Réelle (à la source/cible)
131,Actual Qty After Transaction,Qté Réelle Après Transaction
132,Actual Qty is mandatory,Qté Réelle est obligatoire
133,Actual Quantity,Quantité Réelle
134,Actual Start Date,Date de Début Réelle
135,Actual Start Date (via Time Sheet),Date de Début Réelle (via la feuille de temps)
136,Actual Start Time,Heure de Début Réelle
137,Actual Time (in Hours),Temps Réel (en Heures)
138,Actual Time and Cost,Temps et Coût Réels
139,Actual type tax cannot be included in Item rate in row {0},Le type de taxe réel ne peut pas être inclus dans le prix de l'Article à la ligne {0}
140,Acutal Qty {0} / Waiting Qty {1},Qté Réelle {0} / Qté en Attente {1}
141,Acutal qty in stock,Qté réelle en stock
142,Add,Ajouter
143,Add / Edit Prices,Ajouter / Modifier Prix
144,Add / Edit Taxes and Charges,Ajouter / Modifier Taxes et Charges
145,Add / Manage Email Accounts.,Ajouter / Gérer les Comptes de Messagerie.
146,Add / Manage Email Domains.,Ajouter / Gérer les Noms de Domaines des Emails
147,Add a column,Ajouter une colonne
148,Add a comment,Ajouter un commentaire
149,Add a few sample records,Ajouter quelque exemple d'entrées
150,Add A New Restriction,Ajouter une Nouvelle Restriction
151,Add a New Role,Ajouter un Nouveau Rôle
152,Add A New Rule,Ajouter une Nouvelle Règle
153,Add a tag,Ajouter un tag
154,Add A User Restriction,Ajouter une Restriction Utilisateur
155,Add all roles,Ajouter tous les rôles
156,Add Another Comment,Ajouter un Autre Commentaire
157,Add Attachment,Ajouter une Pièce Jointe
158,Add Child,Ajouter une Sous-Catégorie
159,Add code as <script>,Ajouter le code en tant que <script>
160,Add Column,Ajouter une Colonne
161,Add Comment,Ajouter un Commentaire
162,Add Custom Column Field,Ajouter un Champ de Colonne Personnalisé
163,Add custom forms.,Ajouter des formulaires personnalisés.
164,Add custom javascript to forms.,Ajouter du javascript aux formulaires.
165,Add Employees,Ajouter des Employés
166,Add Employees to Manage Them,Ajouter des Employés pour Les Gérer
167,Add fields to forms.,Ajouter des champs aux formulaires.
168,Add Google Analytics ID: eg. UA-89XXX57-1. Please search help on Google Analytics for more information.,Ajouter l'ID de Google Analytics : e.g. UA-89XXX57-1. Veuillez chercher de l'aide sur Google Analytics pour plus d'informations.
169,Add Item,Ajouter un Article
170,Add Items,Ajouter des Articles
171,Add items from,Ajouter des articles de
172,Add more items or open full form,Ajouter plus d'articles ou ouvrir le formulaire complet
173,Add multiple rows,Ajouter plusieurs lignes
174,Add New Permission Rule,Ajouter une Nouvelle Règle d'Autorisation
175,Add new row,Ajouter une nouvelle ligne
176,Add or Deduct,Ajouter ou Déduire
177,Add Quote,Ajouter une Citation
178,Add Row,Ajouter une Ligne
179,Add Serial No,Ajouter un Numéro de série
180,Add Signature,Ajouter une Signature
181,Add Students,Ajouter des Étudiants
182,Add Subscribers,Ajouter des Abonnés
183,Add Taxes,Ajouter des Taxes
184,"Add the name of a ""Google Web Font"" e.g. ""Open Sans""","Ajouter le nom d'une ""Google Web Font"" e.g. ""Open Sans"""
185,Add the rest of your organization as your users. You can also add invite Customers to your portal by adding them from Contacts,Ajouter le reste de votre organisation en tant qu'utilisateurs. Vous pouvez aussi inviter des Clients sur votre portail en les ajoutant depuis les Contacts
186,Add to calendar on this date,Ajouter cette date au calendrier
187,Add to Cart,Ajouter au Panier
188,Add to Desktop,Ajouter au Bureau
189,Add to Knowledge Base,Ajouter à la Base de Connaissances
190,Add to To Do,Ajouter à la Liste des Tâches
191,Add Total Row,Ajouter une Ligne Totale
192,Add unused leaves from previous allocations,Ajouter les congés inutilisés des précédentes allocations
193,Add Users,Ajouter des Utilisateurs
194,"Add users to your organization, other than yourself","Ajouter des utilisateurs à votre organisation, autre que vous-même"
195,"Add your Employees so you can manage leaves, expenses and payroll","Ajouter vos Employés pour que vous puissiez gérer les congés, notes de frais et fiches de paie"
196,Add your own Tag Categories,Ajoutez vos propres Catégories d'Étiquettes
197,Add your own translations,Ajoutez vos propres traductions
198,Add/Remove Recipients,Ajouter/Supprimer des Destinataires
199,Added,Ajouté
200,Added {0},Ajouté {0}
201,Added {0} ({1}),Ajouté {0} ({1})
202,"Added HTML in the <head> section of the web page, primarily used for website verification and SEO","HTML ajouté dans la section   de la page web, utilisé principalement pour la vérification de site et le référencement"
203,Adding System Manager to this User as there must be atleast one System Manager,Ajout du rôle Responsable Système pour cet Utilisateur car il doit y avoir au moins un Responsable Système
204,Additional Charges,Frais Supplémentaires
205,Additional Cost,Frais Supplémentaire
206,Additional Costs,Frais Supplémentaires
207,Additional Details,Détails Supplémentaires
208,Additional Discount,Remise Supplémentaire
209,Additional Discount Amount,Montant de la Remise Supplémentaire
210,Additional Discount Amount (Company Currency),Montant de la Remise Supplémentaire (Devise de la Société)
211,Additional Discount Percentage,Pourcentage de réduction supplémentaire
212,Additional information regarding the customer.,Informations supplémentaires concernant le client.
213,Additional Operating Cost,Coût d'Exploitation Supplémentaires
214,Additional Permissions,Autorisations Supplémentaires
215,Address,Adresse
216,Address & Contact,Adresse & Contact
217,Address & Contacts,Adresse & Contacts
218,Address and Contact,Adresse et Contact
219,Address and Contacts,Adresse et Contacts
220,Address and other legal information you may want to put in the footer.,Adresse et autres informations juridiques que vous voudriez mettre dans le pied de page.
221,Address Desc,Adresse Desc
222,Address HTML,Adresse HTML
223,Address Line 1,Adresse Ligne 1
224,Address Line 2,Adresse Ligne 2
225,Address Template,Modèle d'Adresse
226,Address Title,Titre de l'Adresse
227,Address Title is mandatory.,Le Titre de l'Adresse est obligatoire.
228,Address Type,Type d'Adresse
229,Addresses,Adresses
230,Addresses And Contacts,Adresses Et Contacts
231,Adds a custom field to a DocType,Ajoute d'un champ personnalisé à un DocType
232,Adds a custom script (client or server) to a DocType,Ajoute d'un script personnalisé (client ou serveur) à un DocType
233,adjust,paramétrer
234,Administrative Expenses,Dépenses Administratives
235,Administrative Officer,Agent Administratif
236,Administrator,Administrateur
237,Administrator accessed {0} on {1} via IP Address {2}.,L'administrateur a accedé à {0} sur {1} avec l'Adresse IP {2}.
238,Administrator Logged In,Administrateur Connecté
239,Admission,Admission
240,Admission End Date,Date de Fin de l'Admission
241,Admission Start Date,Date de Début de l'Admission
242,Admissions for {0},Admissions pour {0}
243,Admitted,Admis
244,Advance Amount,Montant de l'Avance
245,Advance amount cannot be greater than {0} {1},Montant de l'avance ne peut être supérieur à {0} {1}
246,Advance Paid,Avance Payée
247,"Advance paid against {0} {1} cannot be greater \
						than Grand Total {2}",L'avance versée pour {0} {1} ne peut être supérieure \ au Total Général {2}
248,Advance Payments,Paiements Anticipés
249,Advanced,Avancé
250,Advanced Search,Recherche Avancée
251,Advances,Avances
252,Advertising,Publicité
253,Aerospace,Aérospatial
254,After payment completion redirect user to selected page.,"Le paiement terminé, rediriger l'utilisateur vers la page sélectionnée."
255,Against,Contre
256,Against Account,Pour le Compte
257,Against Docname,Pour le docName
258,Against Doctype,Contre Doctype
259,Against Document Detail No,Pour le Détail du Document N°
260,Against Document No,Pour le Document N°
261,Against Expense Account,Pour le Compte de Charges
262,Against Income Account,Pour le Compte de Produits
263,Against Journal Entry {0} does not have any unmatched {1} entry,L'Écriture de Journal {0} n'a pas d'entrée non associée {1}
264,Against Journal Entry {0} is already adjusted against some other voucher,L'Écriture de Journal {0} est déjà ajustée par un autre bon
265,Against Sales Invoice,Pour la Facture de Vente
266,Against Sales Invoice Item,Pour l'Article de la Facture de Vente
267,Against Sales Order,Pour le Bon de Commande
268,Against Sales Order Item,Pour l'Article de la Commande Client
269,Against Supplier Invoice {0} dated {1},Pour la Facture Fournisseur {0} datée {1}
270,Against Voucher,Pour le Bon
271,Against Voucher Type,Pour le Type de Bon
272,Age,Âge
273,Age (Days),Âge (Jours)
274,Ageing Based On,Basé Sur le Vieillissement
275,Ageing Range 1,Gamme de Vieillissement 1
276,Ageing Range 2,Gamme de Vieillissement 2
277,Ageing Range 3,Gamme de Vieillissement 3
278,Agent,Agent
279,"Aggregate group of **Items** into another **Item**. This is useful if you are bundling a certain **Items** into a package and you maintain stock of the packed **Items** and not the aggregate **Item**. 

The package **Item** will have ""Is Stock Item"" as ""No"" and ""Is Sales Item"" as ""Yes"".

For Example: If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.

Note: BOM = Bill of Materials","Regroupement d' **Articles** dans un autre **Article**. Ceci est utile si vous regroupez certains **Articles** dans un lot et que vous maintenez l'inventaire des **Articles** du lot et non de l'**Article** composé. L'**Article** composé aura ""Article En Stock"" à ""Non"" et ""Article À Vendre"" à ""Oui"". Exemple : Si vous vendez des Ordinateurs Portables et Sacs à Dos séparément et qu'il y a un prix spécial si le client achète les deux, alors l'Ordinateur Portable + le Sac à Dos sera un nouveau Produit Groupé. Remarque: LDM = Liste
Des Matériaux"
280,Agriculture,Agriculture
281,Airline,Compagnie Aérienne
282,Align Labels to the Left,Aligner les Étiquettes à Gauche
283,Align Value,Aligner la Valeur
284,align-center,aligné-centré
285,align-justify,aligné-justifié
286,align-left,aligné-gauche
287,align-right,aligné-droite
288,All,Tous
289,All Addresses.,Toutes les Adresses.
290,All Assessment Groups,Tous les Groupes d'Évaluation
291,All BOMs,Toutes les LDM
292,All Contact,Tout Contact
293,All Contacts.,Tous les Contacts.
294,All Customer Contact,Tout Contact Client
295,All Customer Groups,Tous les Groupes Client
296,All customizations will be removed. Please confirm.,Toutes les personnalisations seront supprimées. Veuillez confirmer.
297,All Day,Toute la Journée
298,All Employee (Active),Tous les Employés (Actifs)
299,All Item Groups,Tous les Groupes d'Articles
300,All items have already been invoiced,Tous les articles ont déjà été facturés
301,All items have already been transferred for this Production Order.,Tous les éléments ont déjà été transférés pour cet Ordre de Fabrication.
302,All Jobs,Tous les Emplois
303,All Lead (Open),Toutes les pistes (Ouvertes)
304,"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","Tous les États et Rôles possibles du Flux de Travail. Options de Statut du Document : 0 est ""Enregistré"", 1 est ""Soumis"" et 2 est ""Annulé"""
305,All Posts,Tous les Messages
306,All Products or Services.,Tous les Produits ou Services.
307,All Results,Tous les Résultats
308,All Sales Partner Contact,Tous les Contacts de Partenaires Commerciaux
309,All Sales Person,Tous les Commerciaux
310,All Sales Transactions can be tagged against multiple **Sales Persons** so that you can set and monitor targets.,Toutes les Transactions de Vente peuvent être assignées à plusieurs **Commerciaux** pour configurer et surveiller les objectifs.
311,All Student Admissions,Toutes les Admissions des Étudiants
312,All Students,Tous les Etudiants
313,All Supplier Contact,Tous les Contacts Fournisseurs
314,All Supplier Types,Tous les Types de Fournisseurs
315,All Territories,Tous les Territoires
316,All these items have already been invoiced,Tous ces articles ont déjà été facturés
317,All Warehouses,Tous les Entrepôts
318,All-uppercase is almost as easy to guess as all-lowercase.,Tout en majuscules est presque aussi facile à deviner que tout en minuscules.
319,Allocate,Allouer
320,Allocate leaves for a period.,Allouer des congés pour une période.
321,Allocate leaves for the year.,Allouer des congés pour l'année.
322,Allocate Payment Amount,Allouer le Montant du Paiement
323,Allocated,Alloué
324,Allocated amount,Montant alloué
325,Allocated amount can not be negative,Le montant alloué ne peut être négatif
326,Allocated amount can not greater than unadjusted amount,Le montant alloué ne peut pas être plus grand que le montant non ajusté
327,Allocated To,Attribué à
328,Allocations,Allocations
329,Allow Comments,Autoriser les Commentaires
330,Allow Delete,Autoriser la Suppression
331,Allow Dropbox Access,Autoriser l'Accès à Dropbox
332,Allow Edit,Autoriser la Modification
333,Allow field to remain editable even after submission,"Autoriser la modification des champs, même après la soumission"
334,Allow Import,Permettre l'Importation
335,Allow Import via Data Import Tool,Autoriser l'Importation via l'Outil d'Importation de Données
336,Allow Incomplete Forms,Autoriser les Formulaires Incomplets
337,Allow Item to be added multiple times in a transaction,Autoriser un article à être ajouté plusieurs fois dans une transaction
338,Allow Multiple,Autoriser Plusieurs
339,Allow multiple Sales Orders against a Customer's Purchase Order,Autoriser plusieurs Commandes Clients pour un Bon de Commande d'un Client
340,Allow Negative Balance,Autoriser un Solde Négatif
341,Allow Negative Stock,Autoriser un Stock Négatif
342,Allow on Submit,Autoriser à la Soumission
343,Allow only one session per user,Autoriser une seule session par utilisateur
344,Allow over delivery or receipt upto this percent,Autoriser le dépassement des capacités livraison ou de réception jusqu'à ce pourcentage
345,Allow Overtime,Autoriser les Heures Supplémentaires
346,Allow page break inside tables,Autoriser les sauts de page dans les tables
347,Allow Print,Autoriser l'Impression
348,Allow Print for Cancelled,Autoriser l'Impression si Annulé
349,Allow Print for Draft,Autoriser l'Impression si Brouillon
350,Allow Production on Holidays,Autoriser la Fabrication pendant les Vacances
351,Allow Rename,Permettre le Renommage
352,Allow saving if mandatory fields are not filled,Autoriser l'enregistrement si les champs obligatoires ne sont pas remplis
353,Allow the following users to approve Leave Applications for block days.,Autoriser les utilisateurs suivant à approuver les demandes de congés durant les jours bloqués.
354,Allow User,Autoriser l'Utilisateur
355,Allow user to edit Price List Rate in transactions,Autoriser l'utilisateur l'édition de la Liste des Prix lors des transactions
356,Allow user to edit Rate,Autoriser l'utilisateur à modifier le Taux
357,Allow user to login only after this hour (0-24),Autoriser l'utilisateur à se connecter seulement après cette heure (0-24)
358,Allow user to login only before this hour (0-24),Autoriser l'utilisateur à se connecter seulement après cette heure (0-24)
359,Allow Users,Autoriser les Utilisateurs
360,Allowed,Autorisé
361,"Allowing DocType, DocType. Be careful!","Autorisation de DocType, DocType. Soyez prudent !"
362,Already completed,Déjà terminé
363,Already in user's To Do list,Déjà dans la Liste des Tâches de l'utilisateur
364,Already Registered,Déjà Inscrit
365,Alternate Number,Autre Numéro
366,"Always add ""Draft"" Heading for printing draft documents","Toujours ajouter ""Brouillon"" pour l'impression des documents brouillons"
367,Always use Account's Email Address as Sender,Toujours utiliser l'adresse Email du compte comme Expéditeur
368,AMC Expiry Date,Date d'Expiration CMA
369,Amend,Modifier
370,Amended From,Modifié Depuis
371,Amending,Modification
372,Amount,Montant
373,Amount (Company Currency),Montant (Devise de la Société)
374,Amount {0} {1} {2} {3},Montant {0} {1} {2} {3}
375,Amount {0} {1} against {2} {3},Montant {0} {1} pour {2} {3}
376,Amount {0} {1} deducted against {2},Montant {0} {1} déduit de {2}
377,Amount {0} {1} transferred from {2} to {3},Montant {0} {1} transféré de {2} à {3}
378,Amount After Depreciation,Montant Après Amortissement
379,Amount Based On Field,Montant Basé sur le Champ
380,Amount based on formula,Montant basé sur la formule
381,Amount Difference,Différence de Montant
382,Amount Field,Champ du Montant
383,Amount in customer's currency,Montant dans la devise du client
384,Amount In Figure,Montant En Chiffre
385,Amount must be greater than 0.,Le montant doit être supérieur à 0.
386,Amount Paid,Montant Payé
387,Amount to Bill,Montant à Facturer
388,Amount to Deliver,Nombre à Livrer
389,Amt,Nb
390,An academic term with this 'Academic Year' {0} and 'Term Name' {1} already exists. Please modify these entries and try again.,Une période universitaire avec cette 'Année Universitaire' {0} et 'Nom de la Période' {1} existe déjà. Veuillez modifier ces entrées et essayer à nouveau.
391,An Customer exists with same name,Un Client existe avec le même nom
392,An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],Un fichier d'icône avec l’extension .ico. Devrait être 16 x 16 px. Générer en utilisant un générateur de favicon. [favicon-generator.org]
393,"An item exists with same name ({0}), please change the item group name or rename the item","Un article existe avec le même nom ({0}), veuillez changer le nom du groupe d'article ou renommer l'article"
394,"An Item Group exists with same name, please change the item name or rename the item group","Un Groupe d'Article existe avec le même nom, veuillez changer le nom de l'article ou renommer le groupe d'article"
395,Analyst,Analyste
396,Analytics,Analytique
397,and,et
398,Announcement,Annonce
399,Annual,Annuel
400,Annual Billing: {0},Facturation Annuelle : {0}
401,Annual Expenses,Dépenses Annuelles
402,Annual Income,Revenu Annuel
403,Annual Salary,Salaire Annuel
404,"Another {0} with name {1} exists, select another name","Un autre {0} avec le nom {1} existe, choisir un autre nom"
405,Another Budget record '{0}' already exists against {1} '{2}' for fiscal year {3},Un autre enregistrement de Budget '{0}' existe déjà pour {1} '{2}' pour l'exercice {3}
406,Another Period Closing Entry {0} has been made after {1},Une autre Entrée de Clôture de Période {0} a été faite après {1}
407,Another Sales Person {0} exists with the same Employee id,Un autre Commercial {0} existe avec le même ID d'Employé
408,Another transaction is blocking this one. Please try again in a few seconds.,Une autre transaction bloque celle-ci. Essayez de nouveau dans quelques secondes.
409,Any existing permission will be deleted / overwritten.,Toute autorisation existante sera supprimée / écrasée.
410,"Any other remarks, noteworthy effort that should go in the records.","Toute autre remarque, effort remarquable qui devrait aller dans les dossiers."
411,AP,AP
412,"Apart from Role based Permission Rules, you can apply User Permissions based on DocTypes.","Outre les Règles d'Autorisation basées sur un Rôle, vous pouvez appliquer des Autorisations Utilisateurs basées sur des DocTypes."
413,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","En dehors du Responsable Système, les rôles avec le droit ""Définir les Autorisations des Utilisateurs"" peut définir des autorisations pour d'autres utilisateurs pour ce Type de Document."
414,API Key,Clé API
415,API Password,Mot de passe API
416,API Secret,Secret API
417,API Username,Nom d'Utilisateur API
418,App,App
419,App {0} is not installed,App {0} n'est pas installée
420,App {0} removed,App {0} supprimée
421,App Access Key,Clé d'Accès de l'App
422,App Client ID,ID Client de l'App
423,App Client Secret,Secret Client de l'App
424,App Installer,Installateur d’App
425,App Name,Nom de l'App
426,App not found,App introuvable
427,App Secret Key,Clé Secrète de l'App
428,Apparel & Accessories,Vêtements & Accessoires
429,"Append as communication against this DocType (must have fields, ""Status"", ""Subject"")","Ajouter en tant que communication pour ce DocType (doit avoir des champs, ""État"", ""Objet"")"
430,Append To,Ajouter A
431,Append To can be one of {0},Ajouter À peut être l'un des {0}
432,Append To is mandatory for incoming mails,Ajouter À est obligatoire pour les mails entrants
433,Applicable Charges,Frais Applicables
434,Applicable For,Applicable Pour
435,Applicable for Countries,Applicable pour les Pays
436,Applicable for User,Applicable pour l'Utilisateur
437,Applicable Holiday List,Liste de Vacances Valable
438,Applicable To (Designation),Applicable À (Désignation)
439,Applicable To (Employee),Applicable À (Employé)
440,Applicable To (Role),Applicable À (Rôle)
441,Applicable To (User),Applicable À (Utilisateur)
442,Applicant for a Job,Candidat à un Emploi
443,Applicant for a Job.,Candidat à un Emploi.
444,Applicant Name,Nom du Candidat
445,Application Date,Date de la Candidature
446,Application Fee,Frais de Dossier
447,Application Form Route,Chemin du Formulaire de Candidature
448,Application Installer,Installateur d'Application
449,Application of Funds (Assets),Emplois des Ressources (Actifs)
450,Application period cannot be across two alocation records,La période de la demande ne peut pas être sur deux dossiers d'allocation
451,Application period cannot be outside leave allocation period,La période de la demande ne peut pas être hors de la période d'allocation de congé
452,Application Status,État de la Demande
453,Applications for leave.,Demandes de congé.
454,Applied,Appliqué
455,Applies to Company,S'applique à la Société
456,Apply / Approve Leaves,Appliquer / Approuver les Congés
457,Apply Additional Discount On,Appliquer une Remise Supplémentaire Sur
458,Apply Discount,Appliquer Réduction
459,Apply Discount On,Appliquer Réduction Sur
460,Apply Now,Appliquer Maintenant
461,Apply On,Appliquer Sur
462,Apply Rule,Appliquer la Règle
463,Apply Style,Appliquer le Style
464,Apply Text Styles,Appliquer les Styles de Texte
465,Apply this rule if the User is the Owner,Appliquer cette règle si l'Utilisateur est le Propriétaire
466,Apply User Permissions,Appliquer les Autorisations Utilisateurs
467,Appraisal,Estimation
468,Appraisal {0} created for Employee {1} in the given date range,Évaluation {0} créée pour l'Employé {1} dans l'intervalle de dates donné
469,Appraisal Goal,Objectif d'Estimation
470,Appraisal Template,Modèle d'évaluation
471,Appraisal Template Goal,But du Modèle d'Évaluation
