,English,Français
30,"When any of the checked transactions are ""Submitted"", an email pop-up automatically opened to send an email to the associated ""Contact"" in that transaction, with the transaction as an attachment. The user may or may not send the email.","Lorsque l'une des opérations contrôlées sont «soumis», un courriel pop-up s'ouvre automatiquement pour envoyer un courrier électronique à l'associé ""Contact"" dans cette transaction, la transaction en pièce jointe. L'utilisateur peut ou ne peut pas envoyer courriel."
31,"When you Amend a document after Cancel and save it, it will get a new number that is a version of the old number.","Lorsque vous modifiez un document après Annuler et enregistrez-le , il va obtenir un nouveau numéro qui est une version de l'ancien numéro ."
32,Where items are stored.,Lorsque des éléments sont stockés.
33,Where manufacturing operations are carried.,Lorsque les opérations de fabrication sont réalisées.
34,Width of amount in word,Largeur du montant en parole
35,Width of the input box,Largeur de la boîte d'entrée
36,Will also apply for variants,Se appliquera également pour les variantes
37,Will also apply for variants unless overrridden,Se appliquera également pour des variantes moins overrridden
38,Will also apply to variants,Se appliquera également aux variantes
39,Will be used in url (usually first name).,Sera utilisé dans url (généralement prénom).
40,Will only be shown if section headings are enabled,ne seront montrées que si les titres de section sont activés
41,Will send an email about the event to employees with status 'Open',Prêt à envoyer un e-mail au sujet de l'événement pour les employés ayant le statut 'Open'
42,Will show the student as Present in Student Monthly Attendance Report,Affichera l'étudiant Présent dans Student Rapport mensuel des présences
43,WIP Warehouse,WIP Entrepôt
44,With Groups,Avec Groupes
45,With Items,Avec Articles
46,With Ledgers,Avec Grand Livre
47,With Letter head,Avec la tête Lettre
48,With Letterhead,Avec en-tête
49,With Operations,Avec des opérations
50,Withdrawn,Retiré
51,Work Address,Adresse de travail
52,Workflow,Flux de travail
53,Workflow Action Master,Workflow action Maître
54,Workflow Action Name,Nom de l'action de workflow
55,Workflow Document State,Etat du document de workflow
56,Workflow Name,Nom du workflow
57,Workflow State,État de workflow
58,Workflow State Field,Field State flux de travail
59,Workflow state represents the current state of a document.,État Workflow représente l'état actuel d'un document.
60,Workflow Transition,Transition de workflow
61,Working,De travail
62,Workshop,Atelier
63,Workstation Working Hour,Workstation heures de travail
64,wrench,clé
65,Write a Python file in the same folder where this is saved and return column and result.,Écrire un fichier Python dans le même dossier où cela est sauvegardé et la colonne de retour et le résultat.
66,Write a SELECT query. Note result is not paged (all data is sent in one go).,Écrire une requête SELECT. résultat de note n'est pas paginé (toutes les données sont transmises en une seule fois).
67,Write Off,Effacer
68,Write Off Account,Ecrire Off compte
69,Write Off Amount,Ecrire Off Montant
70,Write Off Amount (Company Currency),Write Off Montant (Société devise)
71,Write Off Based On,Ecrire Off Basé sur
72,Write Off Cost Center,Ecrire Off Centre de coûts
73,Write Off Difference Amount,Write Off Différence Montant
74,Write Off Entry,Write Off Entrée
75,Write Off Outstanding Amount,Ecrire Off Encours
76,Write titles and introductions to your blog.,Écrire des titres et des introductions sur votre blog.
77,Writeoff,Écrire
78,Writers Introduction,Writers Présentation
79,Wrong Password,Mauvais Mot De Passe
80,Wages,Salaires
81,Wages per hour,Salaires par heure
82,Warehouse,entrepôt
83,Warehouse {0} can not be deleted as quantity exists for Item {1},Entrepôt {0} ne peut pas être supprimé car il existe une quantité pour l'article {1}
84,Warehouse {0} does not belong to company {1},Entrepôt {0} n'appartient pas à la société {1}
85,Warehouse {0} does not exist,L'Entrepôt {0} n'existe pas
86,Warehouse {0}: Company is mandatory,Entrepôt {0}: Société est obligatoire
87,Warehouse {0}: Parent account {1} does not bolong to the company {2},Entrepôt {0}: le Compte Parent {1} n'appartient pas à la société {2}
88,Warehouse and Reference,Entrepôt et Référence
89,Warehouse can not be deleted as stock ledger entry exists for this warehouse.,L'Entrepôt ne peut pas être supprimé car une entrée existe dans le Grand Livre de Stocks pour cet Entrepôt.
90,Warehouse can only be changed via Stock Entry / Delivery Note / Purchase Receipt,Entrepôt ne peut être modifié que via Stock Entrée / Bon de Livraison / Reçu d'Achat
91,Warehouse Contact Info,Entrepôt Info Contact
92,Warehouse Detail,Détail de l'entrepôt
93,Warehouse is mandatory,Entrepôt est obligatoire
94,Warehouse is mandatory for stock Item {0} in row {1},L’entrepôt est obligatoire pour l'article du stock {0} dans la ligne {1}
95,Warehouse Name,Nom de l'entrepôt
96,Warehouse not found in the system,Entrepôt pas trouvé dans le système
97,Warehouse required at Row No {0},Entrepôt nécessaire au rang {0}
98,Warehouse required for stock Item {0},L’entrepôt est obligatoire pour l'article du stock {0}
99,Warehouse where you are maintaining stock of rejected items,Entrepôt où vous conservez le stock d'objets refusés
100,Warehouses,Entrepôts
101,Warn,Avertir
102,Warning,Avertissement
103,warning-sign,Signe d'avertissement
104,Warning: Invalid Attachment {0},Attention: Pièce jointe non valide {0}
105,Warning: Invalid SSL certificate on attachment {0},Attention: certificat SSL non valide sur la pièce jointe {0}
106,Warning: Leave application contains following block dates,Attention : la demande d'absence contient les dates bloquées suivantes
107,Warning: Material Requested Qty is less than Minimum Order Qty,Attention : La Quantité de Matériel Requis est inférieure à la Quantité Minimum de Commande
108,Warning: This Print Format is in old style and cannot be generated via the API.,Attention : Ce Format d'Impression est dans un style ancien et ne peut pas être généré via l'API.
109,Warranty,garantie
110,Warranty / AMC Details,Garantie / Détails AMC
111,Warranty / AMC Status,Garantie / Statut AMC
112,Warranty Claim,Déclaration de garantie
113,Warranty Claim against Serial No.,Réclamation de garantie en rapport avec le No de série.
114,Warranty Expiry Date,Date d'expiration de la garantie
115,Warranty Period (Days),Période de garantie (jours)
116,Warranty Period (in days),Période de garantie (en jours)
117,We buy this Item,Nous achetons cet article
118,We sell this Item,Nous vendons cet article
119,Web Form,Formulaire Web
120,Web Form Field,Champ de Formulaire Web
121,Web Form Fields,Champs de Formulaire Web
122,Web Link,Lien Web
123,Web Page,Page Web
124,Web Site,Site Internet
125,Website,Site Web
126,Website Description,Description du site Web
127,Website Image should be a public file or website URL,L'image de site Web doit être un fichier public ou l'URL d'un site web
128,Website Script,Script site web
129,Website Settings,Réglages Site web
130,Website Slideshow,Diaporama site web
131,Website Theme,Thème du Site Web
132,Website Theme Image,Image du Thème du Site Web
133,Website User,Utilisateur Site Web
134,Website Warehouse,Entrepôt site web
135,Wednesday,Mercredi
136,Week,Semaine
137,Weekly,Hebdomadaire
138,Weight,Poids
139,Welcome,Bienvenue
140,Welcome email sent,Email de bienvenue envoyé
141,Welcome to ERPNext,Bienvenue à ERPNext
142,What does it do?,Que fait-elle ?
143,White,Blanc
144,Widowed,Veuf
145,Width,Largeur
146,Widths can be set in px or %.,Les largeurs peuvent être réglés en px ou %.
147,Wire Transfer,Virement
148,Work Done,Travaux effectués
149,Work In Progress,Travaux en cours
150,Work-in-Progress Warehouse,Travaux en cours Entrepôt
151,Work-in-Progress Warehouse is required before Submit,L'entrepôt des travaux en cours est nécessaire avant de soumettre
152,Workflow Action,Action du flux de travail
153,Workflow will start after saving.,Le flux de travail démarre après la sauvegarde.
154,Working Days,Jours ouvrables
155,Working Hours,Heures de travail
156,Workstation,station de travail
157,Workstation is closed on the following dates as per Holiday List: {0},Poste de travail est fermé aux dates suivantes selon la liste de vacances: {0}
158,Workstation Name,Nom de la station de travail
159,Worldwide Shipping,Livraison internationale
160,Write,Écrire
