,English,Français
74,Log of Scheduler Errors,Journal des erreurs du planificateur
75,Logged in as Guest or Administrator,Connecté en tant qu'invité ou administrateur
76,Logged Out,Déconnecté
77,Logs for maintaining sms delivery status,Logs pour le maintien du statut de livraison de sms
78,Looks like someone sent you to an incomplete URL. Please ask them to look into it.,On dirait que quelqu'un vous a envoyé à une URL incomplète. S'il vous plaît leur demander de se pencher sur elle.
79,Looks like something is wrong with this site's Paypal configuration. Don't worry! No payment has been made from your Paypal account.,On dirait que quelque chose ne va pas avec la configuration Paypal de ce site. Ne vous inquiétez pas! Aucun paiement n'a été effectué à partir de votre compte Paypal.
80,"Looks like something went wrong during the transaction. Since we haven't confirmed the payment, Paypal will automatically refund you this amount. If it doesn't, please send us an email and mention the Correlation ID: {0}.","On dirait que quelque chose allait mal lors de la transaction. Depuis que nous avons pas confirmé le paiement, PayPal vous remboursera automatiquement ce montant. Si elle ne le fait pas, s'il vous plaît envoyez-nous un courriel et mentionner l'ID de corrélation: {0}."
81,Label,Étiquette
82,Label and Type,Étiquette et le type
83,Label Help,Aide étiquette
84,Label is mandatory,Étiquette est obligatoire
85,Landed Cost Help,Aide coûts logistiques
86,Landing Page,Page d'accueil
87,Language,Langue
88,Language Code,Code de langue
89,Language Name,Nom de la langue
90,"Language, Date and Time settings","Paramètres Langue, Date et Heure"
91,Large,Grand
92,Last Active,Dernière activité
93,Last Day of the Next Month,Dernier jour du mois prochain
94,Last IP,Dernière adresse IP
95,Last Known Versions,Derniers versions connues
96,Last Login,Dernière connexion
97,Last Modified By,Dernière modification par
98,Last Modified On,Dernière modification le
99,Last Name,Nom de famille
100,Last Order Amount,Dernière Montant de la commande
101,Last Order Date,Dernière date de commande
102,Last Purchase Rate,Dernier prix d'achat
103,Last Updated By,Dernière mise à jour par
104,Last Updated On,Dernière mise à jour
105,Latest,dernier
106,LDAP Settings,Paramètres LDAP
107,Lead,Prospect
108,Lead Details,Détails du prospect
109,Lead Id,Id prospect
110,Lead Name,Nom du prospect
111,Lead Owner,Responsable du prospect
112,Lead Time in days,Délai en jours
113,Lead to Quotation,Délai pour l'offre
114,Lead Type,Type de prospect
115,leaf,feuille
116,Learn,Apprendre
117,Leave a Comment,Laissez un commentaire
118,Leave Allocation,Attribution de Congés
119,Leave and Attendance,Congés et présences
120,Leave Application,Demande de Congés
121,Leave Approver,Approbateur d'absence
122,Leave Approver Name,Nom de l'approbateur d'absence
123,Leave Approvers,Approbateurs d'absence
124,Leave blank for new records,Laissez ce champ vide pour les nouveaux enregistrements
125,Leave Blocked,Laisser verouillé
126,"Leave cannot be allocated before {0}, as leave balance has already been carry-forwarded in the future leave allocation record {1}","Congé ne peut être accordé avant {0}, car le congé a déjà été porté en avant. Ne pas toucher le registre des congés {1}"
127,Leave Control Panel,Quitter le panneau de configuration
128,Leave Management,Gestion des congés
129,Leave this conversation,Quitter cette conversation
130,Leave Type,Type de Congé
131,Leave Type Name,Nom du Type de Congé
132,Leave Without Pay,Congé sans solde
133,Leaves Allocated Successfully for {0},Congés attribués avec succès pour {0}
134,Leaves and Holiday,Congés et vacances
135,Leaves must be allocated in multiples of 0.5,"Les congés doivent être alloués par multiples de 0,5"
136,Leaves per Year,Congés par Année
137,Ledger,Grand livre
138,Left,inactif
139,Left this conversation,A quitté cette conversation
140,Legal,juridique
141,Legal Expenses,Frais juridiques
142,Length,Longueur
143,Length of {0} should be between 1 and 1000,Longueur de {0} doit être comprise entre 1 et 1000
144,Let's prepare the system for first use.,Préparons le système pour la première utilisation.
145,Letter,Lettre
146,Letter Head,A en-tête
147,Letter Head in HTML,Entête en HTML
148,Letter Head Name,Nom de l'en-tête
149,Letter Heads for print templates.,En-têtes pour les modèles d'impression..
150,Level,Niveau
151,License,Licence
152,License Plate,Plaque d'immatriculation
153,lightblue,bleu clair
154,Like,comme
155,Liked,Aimé
156,Liked By,Aimé par
157,Liked by {0},Aimé par {0}
158,Likes,Aime
159,Limit,Limite
160,Limited to 12 characters,Limité à 12 caractères
161,Link,Lien
162,Link Color,Couleur des liens
163,Link DocType,Lien DocType
164,Link Name,Nom du lien
165,Link to Bootstrap CSS,Lien vers Bootstrap CSS
166,Link to your Bootstrap theme,Lien vers votre thème Bootstrap
167,Linked,Lié
168,Linked With,Lié avec
169,Links,Liens
170,List,liste
171,List a document type,Listez un type de document
172,List a few of your customers. They could be organizations or individuals.,Inscrivez quelques-uns de vos clients . Ils pourraient être des entreprise ou des individus .
173,List a few of your suppliers. They could be organizations or individuals.,Inscrivez quelques-uns de vos fournisseurs . Ils pourraient être des entreprises ou des individus .
174,List items that form the package.,Liste des articles qui composent le paquet.
175,List of backups available for download,Liste des sauvegardes disponibles pour le téléchargement
176,List of patches executed,Liste des correctifs exécuté
177,List of themes for Website.,Liste des thèmes pour le site Web.
178,List this Item in multiple groups on the website.,Liste cet article dans plusieurs groupes sur le site.
179,"List your products or services that you buy or sell. Make sure to check the Item Group, Unit of Measure and other properties when you start.","La liste de vos produits ou services que vous achetez ou vendez. Assurez-vous de vérifier le groupe d'articles, l'unité de mesure et d'autres propriétés lorsque vous démarrez."
180,Litre,Litre
181,Loading,Chargement
182,Loading Report,Chargement rapport
183,Loading...,Chargement en cours ...
184,Local,Locale
185,Locals,Locaux
186,Location,Lieu
187,lock,verrouiller
188,Log,Journal
189,Logged in,Connecté
190,Login,Connexion
191,Login After,Connexion à partir de
192,Login Before,Connexion jusqu'à
193,Login Id,ID Connexion
194,Login Id is Different,ID Connexion est différent
195,Login Id is required,ID Connexion est nécessaire
196,Login not allowed at this time,Connexion non autorisée pour le moment
197,Login Required,Connexion requise
198,Login to comment,Connectez-vous pour commenter
199,Logo,Logo
200,Logout,Déconnexion
201,Logs,Logs
202,Long Text,Texte long
203,Lost,perdu
204,Lost Quotation,Soumission perdue
205,Lost Reason,Raison perdu
206,Low,Bas
207,Lower Income,Revenu bas
208,lowercase,minuscules
209,Liability,Responsabilité
