,English,Français
75,Unknown Print Format: {0},Format d'Impression Inconnu : {0}
76,Unpaid,Impayé
77,Unread Notification Sent,Notification Non Lue Envoyée
78,Unreconciled Payment Details,Détails des Paiements Non Réconciliés
79,Unscheduled,Non programmé
80,Unsecured Loans,Prêts Non Garantis
81,Unselect All,Tout Déselectionner
82,Unshared,Non Partagé
83,Unsubscribe from this Email Digest,Se Désinscire de ce Compte Rendu par Email
84,Unsubscribe from this list,Se Désinscrire de cette liste
85,Unsubscribed,Désinscrit
86,Until,Jusqu'à
87,Unused leaves,Congés non utilisés
88,Unzip,Décompresser
89,UOM Conversion Detail,Détails de Conversion de l'UDM
90,UOM Conversion Factor,Facteur de Conversion de l'UDM
91,UOM Conversion factor is required in row {0},Facteur de conversion de l'UDM est obligatoire dans la ligne {0}
92,UOM Name,Nom UDM
93,UOMs,UDMs
94,Upcoming Events for Today,Événements À Venir Aujourd'hui
95,Update,Mettre à Jour
96,Update additional costs to calculate landed cost of items,Mettre à jour les frais additionnels pour calculer le coût au débarquement des articles
97,Update Cost,Mettre à jour le Coût
98,Update Field,Mettre à jour le Champ
99,Update Rate and Availability,Mettre à Jour le Prix et la Disponibilité
100,Update Series,Mettre à Jour les Séries
101,Update Stock,Mettre à Jour le Stock
102,Update the template and save in CSV (Comma Separate Values) format before attaching.,Mettre à jour le modèle et l'enregistrer au format CSV (Valeurs Séparées par Virgules) avant de l'attacher.
103,Update Value,Mettre à Jour la valeur
104,Updated,Mis à Jour
105,Updated {0}: {1},Mis à jour {0} : {1}
106,updated to {0},mis à jour pour {0}
107,Updated To New Version,Mis à Jour vers la Nouvelle Version
108,Updated via 'Time Log',Mis à jour via 'Journal du Temps'
109,Updating,Réactualisation
110,Updating Records,Mise à Jour des Enregistrements
111,Upgrade,Mise à Niveau
112,Upload,Charger
113,Upload and Sync,Charger et Syncroniser
114,Upload Attachment,Charger une Pièce Jointe
115,Upload Attendance,Charger Fréquentation
116,Upload attendance from a .csv file,Charger les participations à partir d'un fichier .csv
117,Upload HTML,Charger HTML
118,Upload stock balance via csv.,Charger solde de stock via csv.
119,Upload User Permissions,Charger les Autorisations des Utilisateurs
120,Upload your letter head and logo. (you can edit them later).,Charger votre en-tête et logo. (vous pouvez les modifier ultérieurement).
121,Uploading...,Chargement ...
122,Upper Income,Revenu Élevé
123,UPPERCASE,MAJUSCULE
124,Urgent,Urgent
125,URL,URL
126,Use for Shopping Cart,Utiliser pour le Panier
127,Use IMAP,Utiliser IMAP
128,Use SSL,Utiliser SSL
129,Use the field to filter records,Utiliser le champ pour filtrer les enregistrements
130,Use TLS,Utiliser TLS
131,User,Utilisateur
132,User '{0}' already has the role '{1}',Utilisateur '{0}' a déjà le rôle '{1}'
133,User {0} cannot be deleted,Utilisateur {0} ne peut pas être supprimé
134,User {0} cannot be disabled,Utilisateur {0} ne peut pas être désactivé
135,User {0} cannot be renamed,Utilisateur {0} ne peut pas être renommé
136,User {0} does not exist,Utilisateur {0} n'existe pas
137,User {0} is already assigned to Employee {1},Utilisateur {0} est déjà attribué à l'Employé {1}
138,User {0} is disabled,Utilisateur {0} est désactivé
139,User Cannot Create,L'utilisateur ne peut pas Créer
140,User Cannot Search,L'utilisateur ne peut pas Rechercher
141,User Defaults,Profil par Défaut
142,User Email,Email de l'Utilisateur
143,User ID,ID de l'Utilisateur
144,User ID not set for Employee {0},ID de l'Utilisateur non défini pour l'Employé {0}
145,User Image,Photo de Profil
146,User must always select,L'utilisateur doit toujours sélectionner
147,User Permissions,Autorisations des Utilisateurs
148,User Permissions Manager,Gestionnaire des Autorisations des Utilisateurs
149,User Remark,Remarque de l'Utilisateur
150,User Roles,Rôles Utilisateur
151,User Tags,Balise Utilisateur
152,User Type,Type d'Utilisateur
153,user@example.com,utilisateur@exemple.com
154,Username,Nom d'Utilisateur
155,Username {0} already exists,Nom d'Utilisateur {0} existe déjà
156,Users,Utilisateurs
157,Users and Permissions,Utilisateurs et Autorisations
158,Users who can approve a specific employee's leave applications,Les utilisateurs qui peuvent approuver les demandes de congé d'un employé en particulier
159,Users with role {0}:,Utilisateurs avec le rôle {0} :
160,Utilities,Utilitaires
161,Utility Expenses,Frais de Services Publics
