,English,Français
46,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","Le champ {0} ne peut pas être défini comme unique dans {1}, il y a des valeurs existantes non-uniques"
47,{0} from {1} to {2},{0} de {1} à {2}
48,{0} from {1} to {2} in row #{3},{0} de {1} à {2} dans la ligne # {3}
49,{0} generated on {1},{0} généré sur {1}
50,{0} has left the conversation in {1} {2},{0} a quitté la conversation dans {1} {2}
51,{0} hours,{0} heures
52,{0} hours ago,il y a {0} heures
53,{0} in row {1} cannot have both URL and child items,{0} à la ligne {1} ne peut pas avoir à la fois une URL et des sous-articles
54,{0} Installed,{0} Installé
55,"{0} is an invalid email address in 'Notification \
						Email Address'",{0} est une adresse de courriel valide dans 'notification \ Adresse e-mail'
56,{0} is currently viewing this document,{0} est en train de regarder ce document
57,{0} is mandatory. Maybe Currency Exchange record is not created for {1} to {2}.,{0} est obligatoire. Peut-être que l'échange monétaire n'est pas créé pour {1} et {2}.
58,{0} is not a valid Batch Number for Item {1},{0} n'est pas un numéro de lot valable pour l'objet {1}
59,{0} is not set,{0} n'est pas définis
60,{0} is now the default Fiscal Year. Please refresh your browser for the change to take effect.,{0} est maintenant l'année fiscale par défaut. Actualisez la page pour que les modifications soient prises en compte.
61,{0} items in progress,{0} articles en cours
62,{0} items produced,{0} articles produits
63,{0} items selected,{0} articles sélectionnés
64,{0} Items synced,{0} Articles synchronisés
65,{0} logged out: {1},{0} déconnecté: {1}
66,{0} mentioned you in a comment in {1},{0} vous a mentionné dans un commentaire dans {1}
67,{0} minutes ago,Il y a {0} minutes
68,{0} months ago,Il y a {0} mois
69,{0} must be greater than 0,{0} doit être supérieur à 0
70,{0} must be negative in return document,{0} doit être négatif dans le document de retour
71,{0} must be set first,{0} doit être paramétré en premier
72,{0} Name,{0} Nom
73,{0} not a valid State,{0} pas un État valide
74,{0} not allowed to be renamed,{0} n'est pas permi à être renommé
75,{0} payment entries can not be filtered by {1},{0} entrées de paiement ne peuvent pas être filtrées par {1}
76,{0} records updated,{0} enregistrements mis à jour
77,{0} Report,Rapport {0}
78,{0} Results,{0} Résultats
79,{0} rows for {1},{0} lignes pour {1}
80,{0} Serial Numbers required for Item {1}. You have provided {2}.,{0} Numéros de Série requis pour objet {1}. Vous avez fourni {2}.
81,{0} shared this document with {1},{0} a partagé ce document avec {1}
82,{0} shared this document with everyone,{0} partagé ce document avec tout le monde
83,{0} un-shared this document with {1},{0} ne partage plus ce document avec {1}
84,{0} units of [{1}](#Form/Item/{1}) found in [{2}](#Form/Warehouse/{2}),{0} unités de [{1}] (#Form/article/{1}) trouvées dans [{2}] (#Form/Entrepôt/{2})
85,{0} units of {1} needed in {2} on {3} {4} for {5} to complete this transaction.,{0} unités de {1} nécessaire dans {2} sur {3} {4} pour {5} pour effectuer cette transaction.
86,{0} units of {1} needed in {2} to complete this transaction.,{0} unités de {1} nécessaire dans {2} pour effectuer cette transaction.
87,{0} updated,{0} mise à jour
88,{0} valid serial nos for Item {1},{0} numéro de série valide pour l'objet {1}
89,{0} weeks ago,Il y a {0} semaines
90,"{0}, Row {1}","{0}, Ligne {1}"
91,"{0}: '{1}' ({3}) will get truncated, as max characters allowed is {2}",{0}: {1} '({3}) sera tronqué car le nombre de caractères max est {2}
92,{0}: {1} does not exists,{0}: {1} ne existe pas
93,{0}: {1} in {2},{0}: {1} à {2}
94,{0}: {1} not found in Invoice Details table,{0}: {1} introuvable pas dans les Détails de la facture
95,{0}: Cannot set Assign Amend if not Submittable,{0} : Vous ne pouvez assigner reglé si non soumissible
96,{0}: Cannot set Assign Submit if not Submittable,{0} : Vous ne pouvez assigner soumis si non soumissible
97,{0}: Cannot set Cancel without Submit,{0} : Impossible de définir Annuler sans Soumettre
98,{0}: Cannot set import as {1} is not importable,{0} : Impossible de définir l'importation car {1} n'est pas importable
99,{0}: Cannot set Import without Create,{0} : Impossible de définir l'importation sans créer
100,"{0}: Cannot set Submit, Cancel, Amend without Write","{0} : Vous ne pouvez pas choisir envoyer, annuler, modifier sans écriture"
101,"{0}: Employee email not found, hence email not sent",{0}: Adresse email de l'employé introuvable : le courriel n'a pas été envoyé
102,{0}: From {0} for {1},{0}: Du {0} pour {1}
103,{0}: From {0} of type {1},{0}: Du {0} de type {1}
104,{0}: No basic permissions set,{0}: Autorisation de base non définie
105,"{0}: Only one rule allowed with the same Role, Level and {1}","{0}: Une seule règle accueilli avec le même rôle, niveau et {1}"
106,{0}: Permission at level 0 must be set before higher levels are set,{0} : L'autorisation au niveau 0 doit être définie avant que les niveaux plus élevés soient parametrés
107,{0}% Complete,{0}% complète
108,{app_title},{app_title}
109,** Failed: {0} to {1}: {2},** Échec: {0} à {1}: {2}
110,**Currency** Master,Maître **devise**
111,**Monthly Distribution** helps you distribute the Budget/Target across months if you have seasonality in your business.,** Distribution mensuelle ** vous aide à diviser le budget / cible à travers les mois si vous avez de la saisonnalité dans votre entreprise.
112,<head> HTML,<head> HTML
113,%  Delivered,Livré%
114,% Amount Billed,Montant Facturé en %
115,% Billed,Facturé%
116,% Complete Method,% Méthode complète
117,% Installed,Installé%
118,% of materials billed against this Sales Order,% De matières facturées sur cette ordre de vente
119,% of materials delivered against this Delivery Note,% Des matériaux livrés sur ce bon de livraison
120,% of materials delivered against this Sales Order,% De matériaux livrés sur cette ordre de vente
121,% Ordered,% Commandé
122,% Progress,% de Progression
123,1 hour ago,Il ya 1 heure
124,1 item selected,1 article sélectionné
125,1 minute ago,il y a 1 minute
126,1 month ago,Il ya 1 mois
127,1. Select Columns,1. Sélectionner les colonnes
128,1. Select File,1. Sélectionner un fichier
129,2. Download,2. Télécharger
130,2. Upload,2. Charger
131,Advanced Settings,Réglages avancés
132,`Freeze Stocks Older Than` should be smaller than %d days.,`Figer les stocks datant de plus` doit être inférieur que %d jours.
133,'Actual Start Date' can not be greater than 'Actual End Date',« Date de Début réel » ne peut être supérieur à ' Date réelle de fin »
134,'Based On' and 'Group By' can not be same,'Basé sur' et 'Groupé par' ne peuvent pas être identiques
135,'Days Since Last Order' must be greater than or equal to zero,'Jours depuis la dernière commande' doit être supérieur ou égale à zéro
136,'Entries' cannot be empty,'Les entrées' ne peuvent pas être vide
137,'Expected Start Date' can not be greater than 'Expected End Date','La date de début attendue' ne peut pas être supérieur à ' la date de fin attendue'
138,'Has Serial No' can not be 'Yes' for non-stock item,'A un numéro de série' ne peut pas être 'Oui' pour un article non-stock
139,'Notification Email Addresses' not specified for recurring %s,«notification adresse e-mail non spécifiés pour% s récurrents
140,'Total','Total'
141,'Update Stock' can not be checked because items are not delivered via {0},'Mettre à jour Stock' ne peut pas être vérifié parce que les articles ne sont pas livrés par {0}
142,"""Team Members"" or ""Management""","""Membres de l'équipe"" ou ""gestion"""
143,(Hour Rate / 60) * Actual Operation Time,(Le tarif à l'heure / 60) * le temps réel d'opération
144,[Label]:[Field Type]/[Options]:[Width],[Étiquette]: [Type de champ] / [Options]: [Largeur]
145,[Select],[Choisir ]
146,{0} '{1}' is disabled,{0} '{1}' est désactivée
147,{0} '{1}' not in Fiscal Year {2},{0} '{1}' n'est pas dans l'année financière {2}
148,{0} ({1}) cannot be greater than planned quanitity ({2}) in Production Order {3},{0} ({1}) ne peut pas être supérieure à quanitity prévu ({2}) dans la commande de fabrication {3}
149,{0} ({1}) must have role 'Leave Approver',{0} ({1}) doit avoir le rôle «Approbateur de congé'
150,{0} {1} already exists,{0} {1} existe déjà
151,"{0} {1} cannot be ""{2}"". It should be one of ""{3}""","{0} {1} ne peut pas être ""{2}"". Il devrait être l'un des ""{3}"""
152,"{0} {1} does not exist, select a new target to merge","{0} {1} n'existe pas , sélectionnez un nouvel objectif pour fusionner"
153,{0} {1} is cancelled or stopped,{0} {1} est annulé ou arrêté
154,{0} {1} not found,{0} {1} introuvable
155,{0} {1}: Cost Center is mandatory for Item {2},{0} {1}: Centre de coûts est obligatoire pour objet {2}
156,{0} {1}: Submitted Record cannot be deleted.,{0} {1}: Enregistrement soumis ne peut pas être supprimé.
157,{0} against Bill {1} dated {2},{0} contre le projet de loi en date du {1} {2}
158,{0} against Purchase Order {1},{0} contre le bon de commande d'achat {1}
159,{0} against Sales Invoice {1},{0} contre la facture de vente {1}
160,{0} against Sales Order {1},{0} contre le bon de commande de vente {1}
161,{0} already unsubscribed,{0} déjà désabonné
162,{0} days ago,Il y a {0} jours
163,{0} does not belong to Company {1},{0} n'appartient pas à la société {1}
164,{0} does not exist in row {1},{0} n'existe pas dans la ligne {1}
165,{0} entered twice in Item Tax,{0} est entré deux fois dans la Taxe de l'Article
166,{0}: Cannot set Amend without Cancel,{0} : Impossible de définir Modifier sans Annuler
167,* Will be calculated in the transaction.,* Sera calculé lors de la transaction.
168,**Fiscal Year** represents a Financial Year. All accounting entries and other major transactions are tracked against **Fiscal Year**.,** Exercice ** représente un exercice. Toutes les écritures comptables et autres transactions majeures sont suivis dans ** Exercice **.
169,% Completed,% Terminé
170,"1 Currency = [?] Fraction
For e.g. 1 USD = 100 Cent","Une devise = [?] Fraction 
 par exemple 1 USD = 100 centimes"
171,90-Above,90-dessus
172,for {0},pour {0}
173,is mandatory. Maybe Currency Exchange record is not created for,est obligatoire. Peut-être que le taux de change n'est pas créé pour
174,or,ou
175,to,à
176,_doctype,_doctype
177,-Above,-Au-dessus
178,'From Date' is required,'Date début' est nécessaire
179,'Opening','Ouverture'
180,'To Date' is required,'La date' est requise
181,{0} and {1},{0} et {1}
182,{0} cannot be set for Single types,{0} ne peut pas être réglé pour les types simples
183,{0} comments,{0} commentaires
184,{0} created,{0} créé
185,{0} created this {1},{0} a créé {1}
186,{0} edited this {1},{0} a édité {1}
187,{0} subscribers added,{0} abonnés ajoutés
188,{0} Tree,{0} Arbre
189,{0}: From {1},{0}: De {1}
190,{0}% Billed,{0}% Facturé
191,{0}% Delivered,{0}% Livré
192,0 - Draft; 1 - Submitted; 2 - Cancelled,0 - Brouillon; 1 - Soumis; 2 - Annulé
193,0 is highest,0 est le plus élevé
194,2 days ago,Il y a 2 jours
195,by Role,par rôle
196,"""Company History""","""L'historique de la société"""
197,(Ctrl + G),(Ctrl + G)
198,[Error],[Erreur]
199,{0} ({1}) must have role 'Expense Approver',"{0} ({1}) doit avoir le rôle ""Approbateur de frais'"
200,{0} added,{0} ajoutée
201,{0} for {1},{0} pour {1}
202,{0} is mandatory,{0} est obligatoire
203,{0} is mandatory for Item {1},{0} est obligatoire pour l'objet {1}
204,{0} is mandatory for Return,{0} est obligatoire pour le retour
205,{0} is not a stock Item,{0} n'est pas un article de stock
206,{0} is required,{0} est nécessaire
207,{0} is saved,{0} est enregistré
208,{0} List,{0} Liste
209,{0} logged in,{0} connecté
210,{0} must appear only once,{0} doit apparaître qu'une seule fois
211,{0} must be one of {1},{0} doit être l'un des {1}
212,{0} must be unique,{0} doit être unique
213,{0} or {1},{0} ou {1}
214,{0} {1} is fully billed,{0} {1} est entièrement facturé
215,{0} {1} is not submitted,{0} {1} n'a pas été soumis
216,{0} by {1},{0} par {1}
217,{0} can not be negative,{0} ne peut pas être négatif
218,% Received,% reçus
219,1 comment,1 commentaire
220,(Half Day),(Demi-journée)
